label,title,content,text,cleaned_text
2,Good insight into the real Paul Williams,"Good insight into the man behind so much good music.I grew up in Southern Ca and during the early 1980's I used to see Paul Williams often where we both had breakfast 2-3 mornings a week. It was called, The Old World Restaurant. On the corner of Sunset and Horn, right across the street from the original Spago. We alway said hello to one another and had idle chit-chat. He was very pleasant and was always alone. I remember what a big star he was in the previous decade and wondered what had happened to his success. After seeing the film I understand what happened.Glad to see he is back and still working.","Good insight into the man behind so much good music.I grew up in Southern Ca and during the early 1980's I used to see Paul Williams often where we both had breakfast 2-3 mornings a week. It was called, The Old World Restaurant. On the corner of Sunset and Horn, right across the street from the original Spago. We alway said hello to one another and had idle chit-chat. He was very pleasant and was always alone. I remember what a big star he was in the previous decade and wondered what had happened to his success. After seeing the film I understand what happened.Glad to see he is back and still working. Good insight into the real Paul Williams",good insight into the man behind so much good music i grew up in southern ca and during the early 1980 s i used to see paul williams often where we both had breakfast 2 3 mornings a week it was called the old world restaurant on the corner of sunset and horn right across the street from the original spago we alway said hello to one another and had idle chit chat he was very pleasant and was always alone i remember what a big star he was in the previous decade and wondered what had happened to his success after seeing the film i understand what happened glad to see he is back and still working good insight into the real paul williams
0,Foul language obliterates plot,"I have read and enjoyed all of Hoag's novels--until Kill the Messenger. The vulgur language and crude descriptions of characters really spoiled this book for me. I got through the first 100 pages, wincing and cringing as I read, and then took the book back. Tami, you can do it without all that vulgarity. It is really a turnoff!","I have read and enjoyed all of Hoag's novels--until Kill the Messenger. The vulgur language and crude descriptions of characters really spoiled this book for me. I got through the first 100 pages, wincing and cringing as I read, and then took the book back. Tami, you can do it without all that vulgarity. It is really a turnoff! Foul language obliterates plot",i have read and enjoyed all of hoag s novels until kill the messenger the vulgur language and crude descriptions of characters really spoiled this book for me i got through the first 100 pages wincing and cringing as i read and then took the book back tami you can do it without all that vulgarity it is really a turnoff foul language obliterates plot
2,finding your purpose as a mom,This book was bought as part of a Bible Study group and we are finding it very helpful in keeping us focused on providing Christ centered homes for our families.,This book was bought as part of a Bible Study group and we are finding it very helpful in keeping us focused on providing Christ centered homes for our families. finding your purpose as a mom,this book was bought as part of a bible study group and we are finding it very helpful in keeping us focused on providing christ centered homes for our families finding your purpose as a mom
0,For Jarheads,"I too wasn't very impressed with Jarhead. I thought half way through that Jarhead seemed more like an insider movie for those who actually experienced the Marines, and perhaps other branches of the military. For those of us who haven't I just don't think there was enough direction to keep a lot of us interested. As someone else mentione. I too thought it was going to be a more modern version of Full Metal Jacket, but afte the first few minutes it was obvious it wasn't...","I too wasn't very impressed with Jarhead. I thought half way through that Jarhead seemed more like an insider movie for those who actually experienced the Marines, and perhaps other branches of the military. For those of us who haven't I just don't think there was enough direction to keep a lot of us interested. As someone else mentione. I too thought it was going to be a more modern version of Full Metal Jacket, but afte the first few minutes it was obvious it wasn't... For Jarheads",i too wasn t very impressed with jarhead i thought half way through that jarhead seemed more like an insider movie for those who actually experienced the marines and perhaps other branches of the military for those of us who haven t i just don t think there was enough direction to keep a lot of us interested as someone else mentione i too thought it was going to be a more modern version of full metal jacket but afte the first few minutes it was obvious it wasn t for jarheads
0,marketing at it's worst,it is fairly well known that many fans of the show are not little kids. As such how can this outrage continue what is the point of releasing a dvd without a widescreen format? I won't even buy this mockery of a release. They release B-horror movies in widescreen so why not the Powerpuff Girls movie?,it is fairly well known that many fans of the show are not little kids. As such how can this outrage continue what is the point of releasing a dvd without a widescreen format? I won't even buy this mockery of a release. They release B-horror movies in widescreen so why not the Powerpuff Girls movie? marketing at it's worst,it is fairly well known that many fans of the show are not little kids as such how can this outrage continue what is the point of releasing a dvd without a widescreen format i won t even buy this mockery of a release they release b horror movies in widescreen so why not the powerpuff girls movie marketing at it s worst
2,We love this one,"I have read all the bad reviews for this game. It is boring when you use the controller but if you have the dance pad it's a blast. I have five kids 9-1yrs. and they all love to watch someone do this game on the dance pad as well as do it. This is a dance pad game. The dance pad plugs in like a controller and has all the same buttons as the controller. This is fun to jump around trying to keep up. Try the dance pad if you still have the game, it's worth it. They have other dance games as well like jungle book. Hope this helps","I have read all the bad reviews for this game. It is boring when you use the controller but if you have the dance pad it's a blast. I have five kids 9-1yrs. and they all love to watch someone do this game on the dance pad as well as do it. This is a dance pad game. The dance pad plugs in like a controller and has all the same buttons as the controller. This is fun to jump around trying to keep up. Try the dance pad if you still have the game, it's worth it. They have other dance games as well like jungle book. Hope this helps We love this one",i have read all the bad reviews for this game it is boring when you use the controller but if you have the dance pad it s a blast i have five kids 9 1yrs and they all love to watch someone do this game on the dance pad as well as do it this is a dance pad game the dance pad plugs in like a controller and has all the same buttons as the controller this is fun to jump around trying to keep up try the dance pad if you still have the game it s worth it they have other dance games as well like jungle book hope this helps we love this one
0,I cannot believe...,"I cannot believe that people would give this film 5 stars. I forced myself to watch the entire film just because I could not believe that someone would actually recommend this film. Yea it has an interesting twist, but it gets real painful after a while. If you love it, god bless...","I cannot believe that people would give this film 5 stars. I forced myself to watch the entire film just because I could not believe that someone would actually recommend this film. Yea it has an interesting twist, but it gets real painful after a while. If you love it, god bless... I cannot believe...",i cannot believe that people would give this film 5 stars i forced myself to watch the entire film just because i could not believe that someone would actually recommend this film yea it has an interesting twist but it gets real painful after a while if you love it god bless i cannot believe
2,An Entertaining Read,"I enjoy everything prison related. Not sure why, but I have a total fascination with the world of incarceration. This book was one of many that I enjoyed. Written in a simple and easy to read format it is a book that you can read in a day or two and not miss a beat. It is a good account of what life is like on the inside, or rather, what I would imagine it is like. If you enjoy a read about life on the inside, you should pick this one up. Enjoy!","I enjoy everything prison related. Not sure why, but I have a total fascination with the world of incarceration. This book was one of many that I enjoyed. Written in a simple and easy to read format it is a book that you can read in a day or two and not miss a beat. It is a good account of what life is like on the inside, or rather, what I would imagine it is like. If you enjoy a read about life on the inside, you should pick this one up. Enjoy! An Entertaining Read",i enjoy everything prison related not sure why but i have a total fascination with the world of incarceration this book was one of many that i enjoyed written in a simple and easy to read format it is a book that you can read in a day or two and not miss a beat it is a good account of what life is like on the inside or rather what i would imagine it is like if you enjoy a read about life on the inside you should pick this one up enjoy an entertaining read
2,Great Show!,This is a great show! The story line keeps you coming back each week.Darryl is one of my favorite characters and you just never know who will get attacked next or be off the show.,This is a great show! The story line keeps you coming back each week.Darryl is one of my favorite characters and you just never know who will get attacked next or be off the show. Great Show!,this is a great show the story line keeps you coming back each week darryl is one of my favorite characters and you just never know who will get attacked next or be off the show great show
0,Poor Cole,"While the others in the Cole series are excellent reads, this one isn't even so-so. Run of the mill, boring political statement. Hard to believe it was written by the same man.","While the others in the Cole series are excellent reads, this one isn't even so-so. Run of the mill, boring political statement. Hard to believe it was written by the same man. Poor Cole",while the others in the cole series are excellent reads this one isn t even so so run of the mill boring political statement hard to believe it was written by the same man poor cole
2,"Great winter ""beach read""","Fun read, endearing (although unrealistic) characters, interesting plot twists. A great winter beach read!","Fun read, endearing (although unrealistic) characters, interesting plot twists. A great winter beach read! Great winter ""beach read""",fun read endearing although unrealistic characters interesting plot twists a great winter beach read great winter beach read
2,Well-Shod,"This book is an execellent tool to keep on hand, if you're a hosre owner. Its helpful for the time between the farrier appointments.","This book is an execellent tool to keep on hand, if you're a hosre owner. Its helpful for the time between the farrier appointments. Well-Shod",this book is an execellent tool to keep on hand if you re a hosre owner its helpful for the time between the farrier appointments well shod
0,Ehh...,This book didn't do much for me. Suffer The Children and Protege had me hooked instantly. This book seemed like it took forever to get things going. Some parts were so down-right boring I actually skimmed thru just to see if anything interesting was going to happen.,This book didn't do much for me. Suffer The Children and Protege had me hooked instantly. This book seemed like it took forever to get things going. Some parts were so down-right boring I actually skimmed thru just to see if anything interesting was going to happen. Ehh...,this book didn t do much for me suffer the children and protege had me hooked instantly this book seemed like it took forever to get things going some parts were so down right boring i actually skimmed thru just to see if anything interesting was going to happen ehh
2,Enjoyment for all,My 9 year old daughter received the laser tag game for her Birthday. She and my 5 year old enjoy it so much that I have to take it away from them almost everyday so that they will do their homework.We are shopping around to purchase another set for Christmas and are having trouble finding it.What I like most is that they have to move around and get the exercise that children don't get just sitting playing video games.We live in Boston and it is cold here now but that doesn't stop them from asking to go outside everyday to play laser tag!I want to buy the extra set so that their friends can play too. (I don't mind playing either)I bet it will be fantastic to play in the summer months late at night!kpj,My 9 year old daughter received the laser tag game for her Birthday. She and my 5 year old enjoy it so much that I have to take it away from them almost everyday so that they will do their homework.We are shopping around to purchase another set for Christmas and are having trouble finding it.What I like most is that they have to move around and get the exercise that children don't get just sitting playing video games.We live in Boston and it is cold here now but that doesn't stop them from asking to go outside everyday to play laser tag!I want to buy the extra set so that their friends can play too. (I don't mind playing either)I bet it will be fantastic to play in the summer months late at night!kpj Enjoyment for all,my 9 year old daughter received the laser tag game for her birthday she and my 5 year old enjoy it so much that i have to take it away from them almost everyday so that they will do their homework we are shopping around to purchase another set for christmas and are having trouble finding it what i like most is that they have to move around and get the exercise that children don t get just sitting playing video games we live in boston and it is cold here now but that doesn t stop them from asking to go outside everyday to play laser tag i want to buy the extra set so that their friends can play too i don t mind playing either i bet it will be fantastic to play in the summer months late at night kpj enjoyment for all
2,Great product,"Works exactly as stated, you can also you the cord to connect directly to your PC which give it multiple purposes which is great in any product.","Works exactly as stated, you can also you the cord to connect directly to your PC which give it multiple purposes which is great in any product. Great product",works exactly as stated you can also you the cord to connect directly to your pc which give it multiple purposes which is great in any product great product
2,A Great Book!,"This is a must-have for dog owners and fanciers alike! I bought this with my birthday money, and the humorous text urged me to snatch it from the shelves. It's a book to read when in the bowels of ""Dog Ownwer Despair"". If you love or like dogs, this is a book you NEED to have!","This is a must-have for dog owners and fanciers alike! I bought this with my birthday money, and the humorous text urged me to snatch it from the shelves. It's a book to read when in the bowels of ""Dog Ownwer Despair"". If you love or like dogs, this is a book you NEED to have! A Great Book!",this is a must have for dog owners and fanciers alike i bought this with my birthday money and the humorous text urged me to snatch it from the shelves it s a book to read when in the bowels of dog ownwer despair if you love or like dogs this is a book you need to have a great book
2,creative Travel Dock 900,What a great little product! Bought it to take on vacation and I wowed my sisters with the sound. I have a Bose sound dock for home but wanted a portable dock. Could not believe such a tiny speaker system (fits in my tote bag) produced a very big sound. Well worth the money and am so glad I purchased it.,What a great little product! Bought it to take on vacation and I wowed my sisters with the sound. I have a Bose sound dock for home but wanted a portable dock. Could not believe such a tiny speaker system (fits in my tote bag) produced a very big sound. Well worth the money and am so glad I purchased it. creative Travel Dock 900,what a great little product bought it to take on vacation and i wowed my sisters with the sound i have a bose sound dock for home but wanted a portable dock could not believe such a tiny speaker system fits in my tote bag produced a very big sound well worth the money and am so glad i purchased it creative travel dock 900
2,They really ARE unbreakable!,"I don't think I'll ever hit off another tee. Eight rounds in four days and I never broke a tee. The color even makes them hard to lose off the tee! (I think I managed to forget a couple I used to mark a ball in the fairway during a scramble.)No more searching for broken tees to use with irons off the par 3s. I just used an unbreakable tee and slashed away. The price is rediculously low for the experience provided. I could have used the same tee on every hole, if I hadn't loaned a few to partners!","I don't think I'll ever hit off another tee. Eight rounds in four days and I never broke a tee. The color even makes them hard to lose off the tee! (I think I managed to forget a couple I used to mark a ball in the fairway during a scramble.)No more searching for broken tees to use with irons off the par 3s. I just used an unbreakable tee and slashed away. The price is rediculously low for the experience provided. I could have used the same tee on every hole, if I hadn't loaned a few to partners! They really ARE unbreakable!",i don t think i ll ever hit off another tee eight rounds in four days and i never broke a tee the color even makes them hard to lose off the tee i think i managed to forget a couple i used to mark a ball in the fairway during a scramble no more searching for broken tees to use with irons off the par 3s i just used an unbreakable tee and slashed away the price is rediculously low for the experience provided i could have used the same tee on every hole if i hadn t loaned a few to partners they really are unbreakable
0,WHAT IF..............,"Sounds like a fascinating book....but what if no one ever landed on the moon? Because if they did so many years ago, why have current space programmes never repeated this....and what about the radiation belt around the planet??","Sounds like a fascinating book....but what if no one ever landed on the moon? Because if they did so many years ago, why have current space programmes never repeated this....and what about the radiation belt around the planet?? WHAT IF..............",sounds like a fascinating book but what if no one ever landed on the moon because if they did so many years ago why have current space programmes never repeated this and what about the radiation belt around the planet what if
0,Don't buy this Adaptor,to any Playstation 2 owner do not buy this adaptor for your PS2 because it will mess up the system and it won't let you play DVD's or DVD-ROM games.it is also recommended by the Sony company that made the PS2 and PSone to not to use this adaptor only use the adaptor that has the Sony Playstation 2 or Sony Playstation logo on the adaptor.,to any Playstation 2 owner do not buy this adaptor for your PS2 because it will mess up the system and it won't let you play DVD's or DVD-ROM games.it is also recommended by the Sony company that made the PS2 and PSone to not to use this adaptor only use the adaptor that has the Sony Playstation 2 or Sony Playstation logo on the adaptor. Don't buy this Adaptor,to any playstation 2 owner do not buy this adaptor for your ps2 because it will mess up the system and it won t let you play dvd s or dvd rom games it is also recommended by the sony company that made the ps2 and psone to not to use this adaptor only use the adaptor that has the sony playstation 2 or sony playstation logo on the adaptor don t buy this adaptor
0,"Poor stalk, worse handle","One of my biggest requirements when buying an umbrella is that it be one of substance. The handle should be weighty, the stalk should be solid and able to withstand high winds.Unfortunately, this umbrella turned out not to have either of those qualities. The handle was quite small. Typically, a handle should at least be as long as my hand is wide. This handle was about half that, which provided for very poor grip in high wind situations. The stalk also felt like hollow aluminum, not confidence inspiring at all.I returned this umbrella, I would never buy it again.","One of my biggest requirements when buying an umbrella is that it be one of substance. The handle should be weighty, the stalk should be solid and able to withstand high winds.Unfortunately, this umbrella turned out not to have either of those qualities. The handle was quite small. Typically, a handle should at least be as long as my hand is wide. This handle was about half that, which provided for very poor grip in high wind situations. The stalk also felt like hollow aluminum, not confidence inspiring at all.I returned this umbrella, I would never buy it again. Poor stalk, worse handle",one of my biggest requirements when buying an umbrella is that it be one of substance the handle should be weighty the stalk should be solid and able to withstand high winds unfortunately this umbrella turned out not to have either of those qualities the handle was quite small typically a handle should at least be as long as my hand is wide this handle was about half that which provided for very poor grip in high wind situations the stalk also felt like hollow aluminum not confidence inspiring at all i returned this umbrella i would never buy it again poor stalk worse handle
0,Absolute Junk,"This fryer worked great while it lasted. After a year the interlocking electric cord would no longer connect properly, so it wouldn't turn on. After replacing the cord, the unit worked for another year and then quit working completely. Fryer handle has a tendency to keep falling in the fryer, thereby melting the plactic into a twisted horrible fashion.Steer clear of this dud.","This fryer worked great while it lasted. After a year the interlocking electric cord would no longer connect properly, so it wouldn't turn on. After replacing the cord, the unit worked for another year and then quit working completely. Fryer handle has a tendency to keep falling in the fryer, thereby melting the plactic into a twisted horrible fashion.Steer clear of this dud. Absolute Junk",this fryer worked great while it lasted after a year the interlocking electric cord would no longer connect properly so it wouldn t turn on after replacing the cord the unit worked for another year and then quit working completely fryer handle has a tendency to keep falling in the fryer thereby melting the plactic into a twisted horrible fashion steer clear of this dud absolute junk
2,Home filter,"Perfect, finally we have avery good water for everything. Before we use only Aquasana filters for drinking water and for showers, now we have filtered water for everything. Mike","Perfect, finally we have avery good water for everything. Before we use only Aquasana filters for drinking water and for showers, now we have filtered water for everything. Mike Home filter",perfect finally we have avery good water for everything before we use only aquasana filters for drinking water and for showers now we have filtered water for everything mike home filter
0,Don't buy Customer Manager,"All the reviews here are dead on. This is NOT something I'd recommend at all. Yes, it work on a very basic level without syncing to Quickbooks. But it crashes all the time and it has tons of quirks. Buy something else.","All the reviews here are dead on. This is NOT something I'd recommend at all. Yes, it work on a very basic level without syncing to Quickbooks. But it crashes all the time and it has tons of quirks. Buy something else. Don't buy Customer Manager",all the reviews here are dead on this is not something i d recommend at all yes it work on a very basic level without syncing to quickbooks but it crashes all the time and it has tons of quirks buy something else don t buy customer manager
2,How someone attitudes could change feelings!By:Brenda Amador,"Stargirl (Susan Caraway real name) after being most of her life in homeschooling going to a public school was weird for her. Once she got to Mica Area High she had every pair of eyes on her, used to wear long, pioneer-style dresses, played a ukulele in the halls and in lunch room, and carried her pet rat Cinnamon with her.She made people happy with most of her things after a while. Leo Borlock follows the unspoken rule at Mica Area High :don't stand out rule. But when Stargirl gets to him everything changes and Leo falls in love with her.This book is absolutely amazing this was one of my favorite books its a book that once you open you can't close.","Stargirl (Susan Caraway real name) after being most of her life in homeschooling going to a public school was weird for her. Once she got to Mica Area High she had every pair of eyes on her, used to wear long, pioneer-style dresses, played a ukulele in the halls and in lunch room, and carried her pet rat Cinnamon with her.She made people happy with most of her things after a while. Leo Borlock follows the unspoken rule at Mica Area High :don't stand out rule. But when Stargirl gets to him everything changes and Leo falls in love with her.This book is absolutely amazing this was one of my favorite books its a book that once you open you can't close. How someone attitudes could change feelings!By:Brenda Amador",stargirl susan caraway real name after being most of her life in homeschooling going to a public school was weird for her once she got to mica area high she had every pair of eyes on her used to wear long pioneer style dresses played a ukulele in the halls and in lunch room and carried her pet rat cinnamon with her she made people happy with most of her things after a while leo borlock follows the unspoken rule at mica area high don t stand out rule but when stargirl gets to him everything changes and leo falls in love with her this book is absolutely amazing this was one of my favorite books its a book that once you open you can t close how someone attitudes could change feelings by brenda amador
2,THIS WAS RETURNED,"THIS CD CHANGER IS GREAT I'VE HAD ONE IN MY CAR FOR 15 YEARS. BUT THE ONE I GOT THROUGH YOU GUYS WAS DEFECTIVE AND WHOLESALE AV DIDN'T HAVE ANOTHER ONE , SO I HAD TO BUY IT SOMEWHERE ELSE MY ACCOUNT SHOULD HAVE BEEN CREDITED ACCORDINGLY. THANK YOU KEITH STEINKE","THIS CD CHANGER IS GREAT I'VE HAD ONE IN MY CAR FOR 15 YEARS. BUT THE ONE I GOT THROUGH YOU GUYS WAS DEFECTIVE AND WHOLESALE AV DIDN'T HAVE ANOTHER ONE , SO I HAD TO BUY IT SOMEWHERE ELSE MY ACCOUNT SHOULD HAVE BEEN CREDITED ACCORDINGLY. THANK YOU KEITH STEINKE THIS WAS RETURNED",this cd changer is great i ve had one in my car for 15 years but the one i got through you guys was defective and wholesale av didn t have another one so i had to buy it somewhere else my account should have been credited accordingly thank you keith steinke this was returned
2,Terrific book!,"I found this book to do just what I had hoped. It's like a syllabus from a very smart, highly organized professor, who fleshes out the subjects just enough, and lets you know where exactly to look for more. It's concise, intelligent, and informative, and it saved me a lot of time in working out an outline on the subject (I'm an art professor myself). Cynthia Freeland -- thank you! What clarity!","I found this book to do just what I had hoped. It's like a syllabus from a very smart, highly organized professor, who fleshes out the subjects just enough, and lets you know where exactly to look for more. It's concise, intelligent, and informative, and it saved me a lot of time in working out an outline on the subject (I'm an art professor myself). Cynthia Freeland -- thank you! What clarity! Terrific book!",i found this book to do just what i had hoped it s like a syllabus from a very smart highly organized professor who fleshes out the subjects just enough and lets you know where exactly to look for more it s concise intelligent and informative and it saved me a lot of time in working out an outline on the subject i m an art professor myself cynthia freeland thank you what clarity terrific book
0,Just a tad too messy.,"I started reading this with a completly open mind to a new writer and a new style, but I really just could not get into this book. It felt rushed, dry and a little messy.The plot was moving along so fast I could not keep up with it. The characters weren't introduced well and I didn't really feel anything for them. The romance did not seem real to me and the sex scenes were about as dry as the characters themselves. The story bounced around so much I really just could not get myself sucked into it.Overall I certainly did not care for this book, but in no way am I saying this to disrespect the writer. I have only the utmost respect for any author, no matter what I think about the book. And this in no way turns me off from reading one of her other books if one catches my eye.","I started reading this with a completly open mind to a new writer and a new style, but I really just could not get into this book. It felt rushed, dry and a little messy.The plot was moving along so fast I could not keep up with it. The characters weren't introduced well and I didn't really feel anything for them. The romance did not seem real to me and the sex scenes were about as dry as the characters themselves. The story bounced around so much I really just could not get myself sucked into it.Overall I certainly did not care for this book, but in no way am I saying this to disrespect the writer. I have only the utmost respect for any author, no matter what I think about the book. And this in no way turns me off from reading one of her other books if one catches my eye. Just a tad too messy.",i started reading this with a completly open mind to a new writer and a new style but i really just could not get into this book it felt rushed dry and a little messy the plot was moving along so fast i could not keep up with it the characters weren t introduced well and i didn t really feel anything for them the romance did not seem real to me and the sex scenes were about as dry as the characters themselves the story bounced around so much i really just could not get myself sucked into it overall i certainly did not care for this book but in no way am i saying this to disrespect the writer i have only the utmost respect for any author no matter what i think about the book and this in no way turns me off from reading one of her other books if one catches my eye just a tad too messy
2,Excellent!!,"I just finished watching this and came away thinking this was one of the best movies of this type I have ever seen!Without going into the storyline...the film has a lot of subtitles since it is mostly Chinese speaking. But this only gives you an appreciation for the frustration of the lover who knows little chinese, and of his being part of a charade to fool your lovers aging and ill parents [which includes watching him kiss and marry someone else!]This film brings up all kinds of issues, such as gay acceptance, is lying ever good?, personal responsibility, growing up, abortion, respect, committment....And the wonderful thing is, it doesn't try to answer any of these. You come away sorta happy, kinda sympathetic for everyone, and rather sad that, in the year 2004, going to these sorts of lengths to hide who you really are is not so uncommon in real life!","I just finished watching this and came away thinking this was one of the best movies of this type I have ever seen!Without going into the storyline...the film has a lot of subtitles since it is mostly Chinese speaking. But this only gives you an appreciation for the frustration of the lover who knows little chinese, and of his being part of a charade to fool your lovers aging and ill parents [which includes watching him kiss and marry someone else!]This film brings up all kinds of issues, such as gay acceptance, is lying ever good?, personal responsibility, growing up, abortion, respect, committment....And the wonderful thing is, it doesn't try to answer any of these. You come away sorta happy, kinda sympathetic for everyone, and rather sad that, in the year 2004, going to these sorts of lengths to hide who you really are is not so uncommon in real life! Excellent!!",i just finished watching this and came away thinking this was one of the best movies of this type i have ever seen without going into the storyline the film has a lot of subtitles since it is mostly chinese speaking but this only gives you an appreciation for the frustration of the lover who knows little chinese and of his being part of a charade to fool your lovers aging and ill parents which includes watching him kiss and marry someone else this film brings up all kinds of issues such as gay acceptance is lying ever good personal responsibility growing up abortion respect committment and the wonderful thing is it doesn t try to answer any of these you come away sorta happy kinda sympathetic for everyone and rather sad that in the year 2004 going to these sorts of lengths to hide who you really are is not so uncommon in real life excellent
2,"Great Art, Great Action","Jedis are great and all, but I really enjoy the war aspect of this series. Vol 1 was good, Vol 2 started really picking up in the last section, and Vol 3 really gets to it--War! Its the volumes like this one that make me wish they had a series devoted to Clone Troopers, Republic Commandos, and ARCs (esp Alpha). Good inking and artwork. Straight-forward plot, almost near constant action, and it was good to see the Republic actually defeated here. Nice character development for Anakin. This volume has been my favorite so far...looking forward to getting Vol 4.","Jedis are great and all, but I really enjoy the war aspect of this series. Vol 1 was good, Vol 2 started really picking up in the last section, and Vol 3 really gets to it--War! Its the volumes like this one that make me wish they had a series devoted to Clone Troopers, Republic Commandos, and ARCs (esp Alpha). Good inking and artwork. Straight-forward plot, almost near constant action, and it was good to see the Republic actually defeated here. Nice character development for Anakin. This volume has been my favorite so far...looking forward to getting Vol 4. Great Art, Great Action",jedis are great and all but i really enjoy the war aspect of this series vol 1 was good vol 2 started really picking up in the last section and vol 3 really gets to it war its the volumes like this one that make me wish they had a series devoted to clone troopers republic commandos and arcs esp alpha good inking and artwork straight forward plot almost near constant action and it was good to see the republic actually defeated here nice character development for anakin this volume has been my favorite so far looking forward to getting vol 4 great art great action
2,awesome,it is so nice to have filtered hot and cold water - i use it every day - the filter was so heavy when I removed the old one to put the new one on.,it is so nice to have filtered hot and cold water - i use it every day - the filter was so heavy when I removed the old one to put the new one on. awesome,it is so nice to have filtered hot and cold water i use it every day the filter was so heavy when i removed the old one to put the new one on awesome
0,Don't waste your time,I'm only 1/3 through but this is one of the most boring books I've ever read. I'm forcing myself to read it only because of the money I spent to buy it.,I'm only 1/3 through but this is one of the most boring books I've ever read. I'm forcing myself to read it only because of the money I spent to buy it. Don't waste your time,i m only 1 3 through but this is one of the most boring books i ve ever read i m forcing myself to read it only because of the money i spent to buy it don t waste your time
0,Too focused on pronunciation and learning without a book,"After these lessons, I can recognize the phrases ""Do you understand..."", ""Do you speak..."", and ""Do you know..."" instantly. And I can answer them without thinking about my response. But that's all I've really learned, and one of the most intimidating features of Russian is the alphabet.The pronunciation is easy to follow, and the repetitiveness will ensure that these phrases are etched into your memory forever. However, on the whole, it's not a great introduction or overview of the language itself.","After these lessons, I can recognize the phrases ""Do you understand..."", ""Do you speak..."", and ""Do you know..."" instantly. And I can answer them without thinking about my response. But that's all I've really learned, and one of the most intimidating features of Russian is the alphabet.The pronunciation is easy to follow, and the repetitiveness will ensure that these phrases are etched into your memory forever. However, on the whole, it's not a great introduction or overview of the language itself. Too focused on pronunciation and learning without a book",after these lessons i can recognize the phrases do you understand do you speak and do you know instantly and i can answer them without thinking about my response but that s all i ve really learned and one of the most intimidating features of russian is the alphabet the pronunciation is easy to follow and the repetitiveness will ensure that these phrases are etched into your memory forever however on the whole it s not a great introduction or overview of the language itself too focused on pronunciation and learning without a book
0,"Nice Features, poor quality sound.","This Apex seems to be a fine unit, except the sound quality on the DVD side is quite poor. Quality otherwise has been good, unlike some of the previous reviews. Have they improved these, or did I just get a good one?","This Apex seems to be a fine unit, except the sound quality on the DVD side is quite poor. Quality otherwise has been good, unlike some of the previous reviews. Have they improved these, or did I just get a good one? Nice Features, poor quality sound.",this apex seems to be a fine unit except the sound quality on the dvd side is quite poor quality otherwise has been good unlike some of the previous reviews have they improved these or did i just get a good one nice features poor quality sound
2,"Brian Wilson-""I Just Wasn't Made For These Times""","A stunning yet disturbing portait of a true musical genius. Paul and John had eachother, Brian had only himself, with little group participation other than critisism. This powerful documentary proves, through all his struggles, his music will last forever.","A stunning yet disturbing portait of a true musical genius. Paul and John had eachother, Brian had only himself, with little group participation other than critisism. This powerful documentary proves, through all his struggles, his music will last forever. Brian Wilson-""I Just Wasn't Made For These Times""",a stunning yet disturbing portait of a true musical genius paul and john had eachother brian had only himself with little group participation other than critisism this powerful documentary proves through all his struggles his music will last forever brian wilson i just wasn t made for these times
2,Best deal for the price!,The Gleim CPA audio cd's are the best deal for the price you pay. I just passed the FAR section of the CPA exam and all I did was listen to the cd's on my way to work in the morning. I didn't use any other study materials. I highly recommend this product.,The Gleim CPA audio cd's are the best deal for the price you pay. I just passed the FAR section of the CPA exam and all I did was listen to the cd's on my way to work in the morning. I didn't use any other study materials. I highly recommend this product. Best deal for the price!,the gleim cpa audio cd s are the best deal for the price you pay i just passed the far section of the cpa exam and all i did was listen to the cd s on my way to work in the morning i didn t use any other study materials i highly recommend this product best deal for the price
0,Nash Bridges - The First Season,"Both discs are damaged, possibly during the actual manufacturing or burning of the discs. There are large swirl-type patterns around the read faces of both discs that will not polish out with a micro fiber cloth. Therefore, parts of some of the episodes freeze up, and the discs skip to the next undamaged chapter, which is usually multiple chapters. Amazon does not replace these discs and they won't exchange the season for another title, because they are opened. I may try a buffing wheel, but I'm not sure it will help, as the marks don't appear to be scratches, but a defect in the discs themselves. I also bought Season 2 and 3 which are not damaged and play without incident.","Both discs are damaged, possibly during the actual manufacturing or burning of the discs. There are large swirl-type patterns around the read faces of both discs that will not polish out with a micro fiber cloth. Therefore, parts of some of the episodes freeze up, and the discs skip to the next undamaged chapter, which is usually multiple chapters. Amazon does not replace these discs and they won't exchange the season for another title, because they are opened. I may try a buffing wheel, but I'm not sure it will help, as the marks don't appear to be scratches, but a defect in the discs themselves. I also bought Season 2 and 3 which are not damaged and play without incident. Nash Bridges - The First Season",both discs are damaged possibly during the actual manufacturing or burning of the discs there are large swirl type patterns around the read faces of both discs that will not polish out with a micro fiber cloth therefore parts of some of the episodes freeze up and the discs skip to the next undamaged chapter which is usually multiple chapters amazon does not replace these discs and they won t exchange the season for another title because they are opened i may try a buffing wheel but i m not sure it will help as the marks don t appear to be scratches but a defect in the discs themselves i also bought season 2 and 3 which are not damaged and play without incident nash bridges the first season
2,Handy product to monitor blodd pressure,Easy to use.It is not accurate but close.It also gives the hear rate along with blood pressure reading.,Easy to use.It is not accurate but close.It also gives the hear rate along with blood pressure reading. Handy product to monitor blodd pressure,easy to use it is not accurate but close it also gives the hear rate along with blood pressure reading handy product to monitor blodd pressure
